edad,segmento,saldo_total,numero_productos,visitas_app_mes,usa_web,usa_tarjeta_credito,reclamos_6m,satisfaccion_encuesta,tasa_credito_personal,rango_ingresos,region,cerrara_cuenta
73,Preferente,29973.91,2,3,1,1,1,1.9,36.22,Medio,Sierra,0
42,Preferente,6131.54,5,6,1,1,0,3.0,35.16,Bajo,Costa,0
20,Preferente,0.0,4,6,1,1,1,3.6,44.35,Bajo,Selva,0
49,Estándar,15094.74,3,4,1,1,0,3.3,34.57,Medio,Costa,0
20,Preferente,16798.15,3,4,1,0,0,2.5,38.42,Medio,Costa,0
44,Estándar,27442.99,3,13,1,1,0,3.6,34.55,Alto,Costa,0
46,Premium,11970.25,1,9,1,0,2,1.1,39.9,Bajo,Costa,0
49,Preferente,27672.49,4,9,1,0,0,2.5,46.15,Bajo,Sierra,0
67,Estándar,49027.31,2,2,0,1,0,3.1,36.1,Medio,Sierra,0
68,Preferente,32232.52,3,6,1,0,1,1.1,41.25,Medio,Selva,0
36,Estándar,19278.67,3,2,1,1,0,3.0,46.64,Bajo,Costa,0
38,Preferente,17252.74,1,3,0,1,0,3.6,45.86,Medio,Selva,0
22,Estándar,14649.9,2,10,1,0,1,4.0,31.92,Bajo,Costa,0
35,Estándar,37709.61,4,7,1,0,0,1.5,43.29,Bajo,Selva,0
45,Preferente,10590.3,5,3,1,1,1,5.0,36.99,Bajo,Costa,0
59,Estándar,20678.34,1,7,1,1,1,3.4,43.94,Medio,Sierra,0
39,Preferente,20767.97,4,6,1,1,0,2.5,39.55,Alto,Sierra,0
38,Estándar,12473.24,5,9,0,1,0,2.0,37.21,Bajo,Costa,0
23,Preferente,0.0,3,7,0,0,1,3.3,38.47,Bajo,Costa,1
18,Preferente,24844.62,3,5,1,0,1,4.5,37.04,Alto,Sierra,0
22,Estándar,19084.94,2,9,1,1,0,3.1,37.35,Alto,Costa,0
58,Estándar,27503.61,5,3,1,0,0,3.6,33.73,Bajo,Sierra,0
29,Estándar,11996.0,3,3,1,1,0,2.4,32.99,Medio,Sierra,0
43,Estándar,38312.32,3,6,0,1,0,2.6,49.11,Bajo,Sierra,0
63,Estándar,6848.39,2,8,1,1,0,2.1,38.82,Bajo,Selva,0
51,Preferente,45680.6,4,5,0,1,1,3.8,30.41,Medio,Costa,0
66,Premium,0.0,3,6,0,1,1,2.4,32.78,Muy Alto,Costa,0
31,Preferente,26521.55,1,9,1,1,0,1.8,43.45,Medio,Costa,0
43,Preferente,27131.46,1,6,0,1,0,2.5,29.11,Muy Alto,Sierra,0
62,Preferente,8066.64,4,6,1,1,1,4.4,23.14,Medio,Selva,0
44,Preferente,26365.91,5,5,0,1,0,4.0,23.73,Alto,Selva,0
26,Estándar,39192.78,2,8,0,1,1,2.3,21.17,Bajo,Selva,0
43,Premium,0.0,1,5,1,1,0,4.6,24.61,Bajo,Selva,0
74,Preferente,27541.17,1,4,1,1,0,1.3,25.55,Alto,Selva,0
64,Estándar,0.0,4,10,0,0,0,1.2,46.08,Medio,Costa,1
74,Estándar,5515.03,5,4,1,0,0,1.5,34.63,Medio,Selva,1
39,Estándar,44437.5,5,7,1,0,0,1.5,32.09,Medio,Sierra,0
64,Estándar,11273.27,4,11,1,0,0,1.4,23.45,Medio,Costa,0
73,Preferente,2391.8,1,8,0,1,3,3.6,33.85,Medio,Costa,0
47,Estándar,17030.93,2,10,1,0,0,3.4,21.1,Bajo,Costa,0
60,Estándar,51018.6,1,7,1,1,1,3.6,32.04,Alto,Sierra,0
65,Premium,0.0,5,7,0,1,1,3.8,51.52,Medio,Sierra,0
34,Estándar,4230.35,1,12,0,0,0,4.0,40.31,Medio,Costa,0
43,Estándar,42461.48,2,11,1,0,2,1.8,33.32,Bajo,Sierra,1
53,Estándar,47865.54,3,5,0,1,0,3.5,40.58,Alto,Costa,1
18,Preferente,18448.53,1,6,1,1,0,3.3,30.83,Medio,Selva,0
25,Premium,1414.21,4,5,0,1,0,4.8,28.59,Bajo,Sierra,0
66,Estándar,51437.65,3,7,1,1,0,1.9,48.63,Bajo,Selva,1
52,Preferente,43916.64,4,6,1,1,0,1.2,25.86,Bajo,Costa,0
69,Estándar,30184.2,4,4,0,1,0,3.6,32.17,Medio,Selva,0
32,Premium,7813.96,4,7,1,0,0,4.0,37.45,Medio,Costa,0
64,Preferente,19264.56,1,4,1,1,0,2.1,27.51,Bajo,Costa,0
73,Preferente,17594.6,5,6,0,0,1,3.3,40.2,Medio,Costa,0
39,Estándar,24962.77,3,9,1,1,0,1.2,32.55,Alto,Sierra,0
31,Premium,41765.02,2,3,1,1,0,4.8,40.31,Bajo,Selva,0
43,Preferente,33191.26,5,8,1,1,0,1.4,39.69,Medio,Sierra,0
45,Estándar,3839.36,1,6,0,0,0,1.3,33.06,Medio,Selva,1
40,Preferente,40647.45,4,7,1,1,1,1.2,48.69,Medio,Costa,0
31,Estándar,24696.98,2,5,1,1,1,2.7,29.68,Bajo,Costa,0
41,Preferente,30305.99,3,6,1,1,1,1.4,45.79,Bajo,Sierra,0
19,Estándar,41998.11,5,4,1,0,0,4.0,44.4,Bajo,Costa,0
62,Preferente,3326.3,5,10,0,1,0,4.6,49.17,Medio,Selva,0
43,Estándar,19462.62,2,8,1,1,1,2.0,36.39,Medio,Sierra,0
31,Estándar,12028.18,1,6,1,1,0,3.5,28.69,Bajo,Costa,0
73,Estándar,0.0,3,8,0,1,1,1.2,51.61,Medio,Sierra,0
68,Estándar,25200.65,2,4,0,1,0,2.5,32.32,Medio,Costa,0
24,Estándar,57673.35,4,2,0,0,0,2.2,28.49,Alto,Costa,1
20,Estándar,0.0,3,4,1,0,0,1.9,33.48,Bajo,Sierra,0
64,Estándar,19515.79,5,11,1,1,1,3.6,27.15,Medio,Sierra,0
40,Estándar,29608.14,2,6,1,1,0,1.5,39.21,Alto,Selva,1
63,Estándar,21846.17,5,10,1,0,0,4.4,30.15,Alto,Costa,0
60,Preferente,18303.08,5,8,1,1,1,3.7,32.7,Medio,Sierra,0
64,Estándar,511.75,5,5,1,1,1,3.8,42.74,Bajo,Costa,0
62,Premium,23491.8,1,6,0,0,0,4.7,39.99,Alto,Costa,0
35,Preferente,8648.54,5,4,0,1,1,4.8,35.12,Alto,Sierra,0
55,Preferente,0.0,4,8,0,0,0,3.2,36.37,Alto,Costa,0
52,Estándar,37918.88,4,3,1,0,0,3.0,35.1,Bajo,Sierra,0
68,Preferente,34375.79,3,1,1,1,0,2.3,31.55,Bajo,Sierra,1
32,Estándar,20774.91,5,3,1,1,0,3.9,34.98,Medio,Costa,0
42,Estándar,23436.12,5,5,1,0,2,3.2,38.93,Muy Alto,Costa,0
72,Estándar,36114.77,2,5,1,1,0,4.7,33.99,Alto,Costa,0
54,Preferente,23365.09,1,9,1,0,1,2.0,38.36,Alto,Selva,0
45,Estándar,33560.26,3,5,1,0,0,2.2,28.31,Medio,Costa,0
27,Estándar,15537.77,5,7,0,0,1,2.3,30.17,Medio,Costa,1
56,Premium,39679.76,2,5,1,0,1,4.2,29.13,Medio,Sierra,0
74,Preferente,24811.79,1,5,1,0,1,1.4,30.48,Alto,Selva,1
34,Estándar,22910.78,3,9,0,1,1,2.8,45.3,Medio,Selva,0
56,Estándar,949.08,3,7,0,1,0,2.7,40.81,Muy Alto,Costa,0
39,Preferente,24304.34,5,5,1,0,0,1.3,26.38,Medio,Costa,0
43,Estándar,7520.68,3,8,1,0,1,2.6,38.5,Bajo,Sierra,0
61,Estándar,10425.76,2,12,1,0,1,3.1,31.88,Muy Alto,Selva,0
42,Estándar,7769.37,3,5,0,1,0,1.3,29.54,Bajo,Costa,0
34,Premium,4006.48,4,3,1,0,2,3.0,23.11,Medio,Costa,0
30,Preferente,51871.57,2,4,1,0,0,4.8,42.78,Alto,Costa,0
37,Preferente,39970.09,1,10,1,1,2,4.9,24.09,Medio,Costa,0
42,Preferente,48805.51,1,6,1,1,0,3.1,34.58,Alto,Sierra,0
21,Estándar,1656.57,5,7,1,0,0,3.1,27.43,Medio,Costa,0
27,Estándar,21068.81,5,4,0,1,1,2.1,41.21,Alto,Costa,0
20,Estándar,597.39,4,8,1,0,0,5.0,32.33,Bajo,Costa,0
58,Estándar,9564.58,1,5,1,0,1,2.1,33.92,Medio,Costa,1
62,Estándar,6228.1,1,2,1,1,1,2.8,34.19,Medio,Costa,0
35,Preferente,38593.76,1,3,1,1,0,1.0,37.42,Medio,Costa,1
64,Preferente,14056.55,1,3,1,1,0,2.4,35.1,Medio,Selva,1
53,Preferente,36025.69,3,6,1,0,3,1.3,34.65,Muy Alto,Costa,0
64,Estándar,29061.81,2,2,1,1,0,4.0,30.85,Alto,Sierra,0
39,Preferente,54554.58,2,5,1,0,0,3.2,22.4,Muy Alto,Selva,0
51,Preferente,0.0,4,4,0,1,0,3.3,26.05,Medio,Costa,0
64,Estándar,38888.5,3,6,1,1,1,2.1,40.75,Medio,Costa,0
25,Preferente,37196.61,1,4,1,0,0,4.3,32.55,Bajo,Costa,0
57,Estándar,5399.32,1,5,1,1,2,1.0,29.69,Muy Alto,Sierra,1
66,Estándar,35107.0,5,5,1,1,1,2.3,23.75,Bajo,Sierra,0
61,Estándar,25042.17,5,6,1,0,1,3.6,21.24,Medio,Costa,0
36,Estándar,16587.86,4,3,1,1,0,4.6,29.37,Bajo,Selva,0
59,Estándar,7640.97,1,8,1,1,0,1.9,42.1,Medio,Sierra,0
58,Preferente,9213.36,4,2,1,0,2,3.2,30.54,Muy Alto,Costa,0
54,Premium,50747.18,3,12,1,1,1,3.2,38.2,Medio,Sierra,0
23,Preferente,20010.24,2,8,1,1,1,4.5,30.18,Muy Alto,Costa,0
69,Preferente,31731.95,1,6,0,1,0,1.2,40.11,Medio,Sierra,0
43,Estándar,8136.51,3,4,1,1,1,2.7,32.19,Alto,Costa,0
51,Preferente,8302.21,1,6,1,1,0,1.7,25.14,Medio,Sierra,1
73,Estándar,36229.77,5,3,0,0,0,1.1,32.85,Medio,Costa,0
62,Estándar,0.0,4,4,1,1,0,1.6,49.67,Medio,Sierra,0
23,Estándar,13771.79,5,5,1,0,0,4.9,49.32,Medio,Costa,0
54,Estándar,20510.41,2,6,1,0,1,1.9,38.89,Bajo,Sierra,0
74,Estándar,21670.59,5,8,0,0,0,4.7,33.9,Bajo,Costa,0
50,Estándar,17313.6,1,4,1,1,0,1.8,37.43,Bajo,Costa,0
70,Estándar,25937.3,5,5,1,1,1,4.7,37.53,Medio,Costa,0
39,Premium,30392.84,1,5,1,0,1,3.6,34.68,Medio,Costa,0
38,Estándar,31019.56,2,7,1,1,0,1.5,38.53,Medio,Sierra,0
23,Estándar,5212.94,5,5,1,0,2,3.3,36.67,Alto,Selva,0
23,Estándar,15737.67,4,7,1,1,0,2.3,32.47,Muy Alto,Sierra,0
72,Preferente,37921.44,4,4,1,1,0,2.5,25.44,Medio,Selva,0
65,Estándar,33419.71,4,12,0,0,0,2.8,31.32,Medio,Costa,0
21,Estándar,0.0,5,3,1,0,1,2.7,41.4,Bajo,Costa,0
47,Estándar,25272.2,5,0,1,0,0,3.7,34.75,Medio,Sierra,0
28,Estándar,0.0,5,10,1,0,0,4.1,37.4,Alto,Selva,0
47,Estándar,20704.02,1,14,1,1,0,2.3,32.74,Bajo,Sierra,1
48,Estándar,48466.51,2,6,1,0,0,4.7,26.52,Bajo,Costa,0
41,Estándar,5781.61,4,5,1,1,0,4.8,33.09,Medio,Costa,0
72,Estándar,7485.15,1,3,1,1,1,1.2,26.82,Alto,Costa,1
26,Estándar,31460.45,4,3,1,1,0,1.1,26.31,Medio,Costa,1
72,Preferente,0.0,1,7,1,0,0,2.7,44.65,Muy Alto,Sierra,0
20,Estándar,10508.67,5,6,0,1,0,3.4,31.64,Muy Alto,Costa,0
68,Estándar,28946.62,4,5,0,1,1,2.1,29.07,Bajo,Selva,0
48,Estándar,10485.71,5,4,1,1,1,2.0,47.94,Bajo,Selva,1
57,Premium,16460.45,4,6,1,1,1,3.7,41.52,Medio,Selva,0
54,Estándar,31162.79,3,10,1,0,0,3.4,32.03,Medio,Selva,1
53,Estándar,26323.19,1,3,1,0,1,1.7,38.42,Medio,Costa,0
41,Preferente,24002.28,3,2,1,1,0,4.5,33.11,Bajo,Selva,0
48,Estándar,14913.17,1,5,0,1,1,3.7,29.46,Bajo,Costa,0
23,Estándar,25550.92,2,7,1,1,0,2.5,38.8,Bajo,Selva,0
19,Estándar,18144.01,4,7,1,0,0,3.7,32.41,Alto,Costa,0
37,Preferente,26867.08,2,10,1,1,2,1.5,35.6,Muy Alto,Costa,1
45,Estándar,12546.02,2,7,1,0,0,2.9,43.17,Bajo,Costa,0
28,Preferente,17261.47,1,8,1,0,0,1.7,42.29,Bajo,Costa,0
21,Premium,5150.63,3,8,1,1,0,1.2,30.6,Bajo,Selva,0
32,Estándar,19474.89,5,7,1,0,1,2.4,38.89,Alto,Selva,0
23,Estándar,7834.99,1,3,1,1,0,1.6,25.98,Muy Alto,Sierra,0
71,Estándar,3289.3,5,7,1,1,3,3.5,38.6,Bajo,Sierra,0
66,Estándar,23879.92,2,6,0,1,1,3.7,36.19,Medio,Sierra,0
47,Estándar,23191.1,5,5,1,1,0,1.6,38.03,Medio,Costa,0
73,Premium,31743.11,3,9,1,1,0,1.1,32.62,Medio,Sierra,0
55,Preferente,13533.12,1,4,0,0,0,4.2,51.67,Medio,Costa,0
68,Preferente,26120.79,3,9,0,1,1,1.0,27.79,Medio,Sierra,0
74,Estándar,28261.96,3,5,1,1,0,2.4,42.77,Muy Alto,Selva,0
19,Preferente,26671.61,1,5,1,1,0,3.0,26.75,Bajo,Costa,0
32,Premium,7615.19,3,9,0,1,0,4.3,39.03,Alto,Costa,0
28,Preferente,22240.45,4,7,1,0,1,4.4,39.61,Medio,Selva,0
25,Estándar,25462.1,4,4,1,0,0,3.9,35.44,Medio,Selva,0
43,Preferente,20107.68,4,9,1,0,0,2.0,31.04,Alto,Selva,0
68,Estándar,0.0,5,6,1,1,1,3.9,36.13,Muy Alto,Sierra,0
62,Estándar,22407.34,3,4,0,1,0,2.0,37.14,Alto,Costa,0
61,Estándar,53187.97,1,5,1,1,4,1.9,49.32,Alto,Costa,0
22,Preferente,14599.41,1,4,1,1,0,3.2,28.02,Alto,Costa,0
23,Preferente,9078.84,5,10,1,1,3,3.7,30.55,Medio,Sierra,0
43,Estándar,25600.23,1,5,1,0,0,1.2,37.28,Alto,Costa,0
71,Estándar,24685.67,4,7,1,0,0,1.2,32.95,Alto,Sierra,0
21,Estándar,37891.03,3,6,1,1,0,4.1,34.2,Medio,Selva,0
36,Estándar,1131.98,1,3,1,1,1,4.4,43.56,Medio,Selva,0
37,Estándar,30970.7,1,6,1,0,0,3.4,12.44,Alto,Costa,0
50,Estándar,28856.33,2,8,0,1,0,2.7,30.22,Alto,Costa,0
37,Preferente,17867.8,2,9,1,0,0,4.4,21.06,Medio,Selva,0
66,Estándar,25080.31,2,13,0,1,2,3.9,25.43,Alto,Sierra,0
29,Estándar,35441.86,3,5,1,0,0,3.3,54.24,Alto,Selva,0
64,Estándar,33084.73,4,7,1,1,1,2.3,39.79,Bajo,Selva,0
18,Premium,2854.71,4,6,1,0,0,1.8,42.61,Alto,Costa,1
43,Preferente,32302.37,4,7,1,1,2,2.7,34.36,Bajo,Costa,0
31,Preferente,19029.67,3,4,1,1,0,2.1,41.07,Bajo,Costa,0
55,Estándar,21093.11,3,5,1,1,0,2.4,20.87,Medio,Sierra,0
54,Estándar,21097.95,2,10,1,1,0,3.1,43.31,Muy Alto,Costa,0
28,Estándar,17746.36,1,1,1,0,0,1.7,28.44,Bajo,Sierra,0
53,Preferente,37875.61,5,7,1,0,0,4.2,30.75,Alto,Selva,0
30,Premium,18744.23,5,7,1,1,0,1.6,39.04,Medio,Costa,0
60,Preferente,3206.81,1,4,1,1,0,2.9,37.53,Alto,Selva,0
20,Preferente,14097.05,2,3,1,0,2,4.0,35.68,Alto,Sierra,0
50,Preferente,22680.42,1,4,1,1,1,2.9,24.1,Alto,Selva,0
23,Estándar,38438.22,1,1,1,0,1,2.4,35.8,Alto,Costa,0
67,Premium,29046.42,5,5,0,0,0,2.9,42.68,Alto,Costa,0
73,Estándar,7241.97,2,4,1,1,0,4.4,30.74,Bajo,Costa,0
27,Estándar,57277.85,3,9,1,1,0,5.0,45.52,Medio,Costa,0
22,Estándar,23971.63,5,8,1,1,1,3.5,28.02,Bajo,Costa,0
40,Estándar,39130.86,3,4,1,1,2,4.2,35.05,Alto,Selva,0
27,Estándar,17724.28,2,8,1,1,0,1.1,47.28,Bajo,Costa,0
61,Estándar,28000.39,1,1,1,0,1,4.5,29.55,Bajo,Selva,0
19,Estándar,32592.03,4,3,1,1,0,4.8,43.43,Alto,Sierra,0
30,Estándar,38272.92,4,6,1,1,3,3.3,50.8,Alto,Costa,0
57,Estándar,35860.52,2,8,1,0,0,4.0,36.37,Alto,Sierra,0
19,Estándar,33082.96,4,6,0,0,0,3.1,30.78,Bajo,Selva,0
37,Estándar,15273.7,3,7,0,1,0,2.1,28.82,Medio,Sierra,1
18,Estándar,11423.81,4,5,0,1,0,4.4,45.44,Bajo,Costa,0
54,Preferente,24989.11,2,4,1,0,0,3.4,45.21,Bajo,Selva,0
26,Preferente,33996.92,2,4,0,0,2,3.3,46.59,Bajo,Costa,0
34,Preferente,16659.19,3,7,1,0,1,3.6,34.74,Medio,Sierra,0
26,Preferente,35977.58,4,4,1,0,0,4.4,43.3,Bajo,Sierra,0
28,Estándar,41789.25,4,4,1,1,2,3.9,34.61,Medio,Costa,0
32,Preferente,6255.19,1,8,0,1,0,1.8,27.94,Medio,Costa,0
41,Estándar,7446.19,5,6,1,1,1,2.9,43.99,Bajo,Selva,0
55,Estándar,17894.37,2,6,1,0,0,4.9,48.07,Alto,Selva,1
72,Preferente,24614.19,1,5,1,1,0,3.2,26.84,Alto,Sierra,0
52,Estándar,12131.49,2,6,1,0,1,4.8,26.68,Alto,Costa,0
47,Preferente,40283.04,1,6,1,0,1,4.3,35.32,Medio,Costa,0
48,Preferente,26361.0,5,4,1,1,0,3.7,42.65,Muy Alto,Costa,0
66,Preferente,20591.71,1,2,1,0,1,2.4,25.93,Muy Alto,Sierra,0
22,Premium,0.0,2,6,0,0,0,2.2,36.82,Medio,Costa,1
61,Estándar,262.76,4,6,1,1,0,3.6,30.28,Medio,Costa,1
67,Estándar,24215.14,2,4,1,0,1,2.7,40.61,Bajo,Costa,1
31,Estándar,0.0,3,4,1,1,0,4.2,28.62,Alto,Sierra,0
70,Estándar,35189.56,3,4,1,0,1,4.0,41.17,Medio,Selva,0
73,Preferente,17627.69,3,8,1,0,0,2.2,33.73,Muy Alto,Sierra,0
28,Preferente,68646.39,3,5,0,1,1,3.8,27.5,Medio,Sierra,0
26,Preferente,54618.74,5,5,1,1,0,3.0,35.51,Muy Alto,Costa,0
51,Estándar,17278.26,4,4,1,1,1,2.3,19.5,Alto,Costa,0
29,Estándar,18404.94,4,5,1,1,0,2.7,30.53,Muy Alto,Sierra,0
52,Estándar,34933.72,2,5,1,1,0,4.6,37.7,Medio,Sierra,0
52,Estándar,45547.59,1,6,0,1,1,2.4,20.83,Bajo,Costa,0
18,Preferente,0.0,2,7,1,0,0,2.1,14.43,Alto,Sierra,1
57,Estándar,0.0,2,8,0,1,0,2.4,16.29,Alto,Selva,0
39,Estándar,10669.48,2,8,1,1,1,1.9,45.62,Bajo,Sierra,0
46,Estándar,28741.06,2,12,1,1,1,3.2,34.39,Alto,Sierra,1
25,Preferente,27453.1,4,4,1,1,0,1.6,30.74,Medio,Sierra,0
28,Preferente,36046.57,1,2,1,0,0,4.3,42.56,Bajo,Costa,0
58,Estándar,2004.54,2,4,1,1,1,1.9,31.76,Medio,Sierra,0
54,Estándar,0.0,4,3,1,1,0,3.4,37.15,Muy Alto,Selva,0
31,Estándar,32870.21,2,11,0,1,1,1.5,35.21,Medio,Costa,0
47,Estándar,7577.06,3,8,1,1,0,4.9,31.23,Alto,Costa,0
52,Preferente,0.0,2,8,1,1,0,2.8,37.35,Bajo,Sierra,0
38,Preferente,22175.96,2,6,1,1,0,4.3,41.19,Alto,Costa,0
54,Estándar,31897.64,5,11,1,1,0,4.1,33.52,Muy Alto,Sierra,0
22,Estándar,18169.14,3,3,1,1,2,3.9,31.32,Medio,Costa,0
36,Premium,13132.27,1,3,1,1,0,4.3,32.26,Medio,Sierra,0
31,Estándar,17609.57,2,2,0,1,0,1.4,16.62,Medio,Sierra,0
43,Preferente,14441.26,1,6,1,1,0,3.7,37.26,Muy Alto,Costa,0
21,Estándar,0.0,3,4,1,0,0,2.1,25.33,Bajo,Costa,0
42,Estándar,9279.79,2,14,1,1,0,4.1,40.04,Medio,Costa,0
62,Estándar,27819.2,5,5,0,1,1,4.8,34.28,Bajo,Costa,0
59,Estándar,24825.18,4,5,1,1,0,4.6,35.84,Medio,Costa,0
42,Premium,22520.9,5,8,0,1,0,1.5,40.6,Medio,Costa,0
35,Estándar,5072.77,5,8,1,0,0,2.5,27.59,Muy Alto,Sierra,0
57,Estándar,17277.45,4,7,0,0,1,2.5,37.95,Medio,Sierra,0
25,Estándar,0.0,4,6,1,0,1,1.5,37.14,Medio,Costa,1
56,Estándar,22677.15,4,10,0,1,0,1.4,33.52,Alto,Costa,0
57,Estándar,41432.87,2,4,1,0,1,2.5,27.57,Medio,Costa,1
31,Estándar,0.0,1,9,1,1,0,5.0,39.76,Medio,Sierra,0
49,Preferente,11211.08,1,8,0,0,1,3.3,40.63,Alto,Costa,0
68,Estándar,24936.6,4,6,0,1,1,3.5,35.91,Medio,Costa,0
55,Estándar,38792.64,5,6,0,0,0,2.9,26.44,Bajo,Costa,0
50,Premium,13276.63,3,10,1,0,0,3.6,30.78,Medio,Selva,0
40,Estándar,9616.25,4,8,1,1,1,4.8,34.52,Medio,Sierra,0
32,Premium,0.0,5,9,1,0,0,3.4,40.51,Bajo,Selva,0
50,Estándar,21551.57,5,4,1,1,0,1.3,22.33,Muy Alto,Costa,0
42,Preferente,50631.14,2,4,0,0,0,3.0,30.49,Medio,Costa,0
34,Preferente,24160.38,2,8,1,1,0,5.0,31.78,Alto,Costa,0
50,Preferente,19665.82,1,6,1,1,0,2.5,34.33,Bajo,Selva,0
64,Premium,24831.23,1,4,1,0,1,3.4,24.59,Muy Alto,Costa,0
72,Estándar,19833.62,3,4,1,0,0,1.4,33.26,Alto,Costa,1
19,Premium,7804.78,3,6,1,0,0,1.6,32.52,Alto,Costa,0
31,Estándar,32349.2,3,10,1,1,0,4.5,26.7,Medio,Sierra,0
70,Estándar,23386.42,3,6,1,0,1,2.2,34.06,Medio,Costa,0
57,Estándar,20264.2,5,5,0,1,0,2.2,30.67,Medio,Sierra,0
57,Estándar,5369.51,5,2,1,1,0,2.5,38.96,Alto,Selva,0
68,Estándar,39552.62,1,8,0,1,2,4.9,27.92,Alto,Costa,0
56,Estándar,29970.54,2,6,1,0,0,1.3,35.72,Bajo,Sierra,0
68,Estándar,11706.19,2,5,1,0,0,4.3,28.53,Muy Alto,Sierra,0
23,Preferente,35027.37,4,10,0,0,0,2.4,30.2,Muy Alto,Selva,0
23,Preferente,12536.44,5,2,0,1,0,4.4,37.38,Medio,Costa,0
20,Estándar,8269.95,3,10,1,0,1,5.0,36.88,Bajo,Costa,0
24,Estándar,8604.45,3,1,0,1,1,2.4,31.66,Alto,Sierra,0
68,Estándar,0.0,4,6,1,1,1,1.5,32.84,Medio,Costa,0
25,Estándar,27073.14,2,4,0,0,0,1.6,23.37,Alto,Selva,0
59,Estándar,0.0,3,7,1,1,1,4.0,46.22,Alto,Sierra,0
69,Estándar,1573.34,2,3,1,0,0,1.6,40.5,Bajo,Sierra,0
32,Estándar,0.0,4,4,0,0,1,2.0,40.21,Medio,Costa,1
64,Premium,18708.95,2,5,1,0,0,1.8,22.24,Medio,Sierra,0
46,Estándar,17745.19,2,5,1,0,2,2.4,30.24,Muy Alto,Sierra,1
50,Estándar,15099.56,2,4,1,1,0,1.3,32.32,Bajo,Sierra,0
69,Estándar,4361.33,3,3,1,1,1,4.4,19.55,Bajo,Costa,0
47,Estándar,2416.49,1,7,0,0,1,4.4,42.12,Alto,Selva,0
56,Estándar,26965.55,5,9,0,1,0,2.7,46.63,Bajo,Costa,0
44,Preferente,11741.72,2,11,1,1,0,3.4,51.5,Medio,Costa,0
53,Estándar,24745.37,2,7,0,0,2,3.6,26.63,Medio,Selva,0
46,Estándar,6721.27,2,9,1,0,5,4.0,35.94,Medio,Sierra,0
55,Premium,22715.94,1,5,1,1,1,3.1,45.58,Medio,Costa,0
74,Preferente,39549.17,4,7,1,1,0,3.0,32.97,Medio,Selva,0
50,Preferente,28792.49,3,7,1,1,0,3.5,30.46,Muy Alto,Costa,0
54,Estándar,13813.79,1,4,1,1,0,3.8,20.07,Bajo,Costa,0
44,Preferente,23857.98,2,6,1,1,0,2.4,44.06,Medio,Sierra,0
72,Estándar,16390.02,1,4,0,1,2,2.3,34.85,Medio,Costa,1
50,Estándar,20118.2,1,5,1,1,1,2.1,29.17,Medio,Selva,0
21,Estándar,15115.83,1,6,1,1,0,3.2,37.27,Medio,Selva,0
39,Estándar,17534.97,4,3,0,0,1,2.4,36.22,Bajo,Costa,1
19,Estándar,23181.4,5,5,1,1,1,3.2,36.35,Muy Alto,Selva,0
27,Estándar,5099.62,3,7,1,0,0,2.6,33.26,Medio,Costa,0
22,Premium,4761.82,4,9,1,1,1,4.3,47.98,Medio,Sierra,0
27,Premium,0.0,4,7,0,1,1,1.3,33.93,Medio,Selva,0
50,Preferente,0.0,5,6,1,1,0,3.3,47.95,Bajo,Selva,0
71,Estándar,1740.76,4,6,1,0,2,3.3,39.51,Bajo,Costa,0
55,Preferente,22391.94,1,7,1,1,0,2.5,37.81,Bajo,Costa,0
30,Estándar,6608.19,1,3,1,1,1,2.7,34.09,Bajo,Costa,0
48,Preferente,27704.22,2,7,0,1,0,4.2,42.79,Bajo,Sierra,0
64,Estándar,20520.71,4,10,1,1,1,2.1,35.9,Medio,Sierra,1
53,Preferente,0.0,2,6,1,1,0,4.5,27.54,Medio,Costa,0
62,Estándar,29824.63,3,8,1,0,0,4.6,27.28,Medio,Costa,0
41,Preferente,32161.98,1,5,0,1,1,3.6,38.38,Bajo,Selva,1
69,Premium,5092.06,3,5,1,1,1,4.1,27.74,Muy Alto,Costa,1
73,Estándar,26302.87,5,9,0,0,0,3.5,34.5,Alto,Costa,0
32,Estándar,7152.53,1,3,1,0,0,3.1,43.46,Muy Alto,Selva,0
46,Premium,21465.06,3,4,1,0,0,4.9,37.43,Medio,Costa,0
25,Estándar,1032.52,5,11,1,1,0,2.1,29.22,Medio,Sierra,1
22,Preferente,0.0,3,6,0,1,0,1.6,46.28,Bajo,Costa,0
46,Estándar,14257.74,5,10,0,1,1,2.1,39.38,Alto,Costa,0
64,Estándar,18144.07,5,2,1,1,0,3.5,43.14,Bajo,Costa,0
21,Estándar,14034.8,1,5,1,0,1,1.7,16.86,Medio,Sierra,0
29,Estándar,2239.54,2,3,1,1,0,4.6,37.65,Medio,Sierra,1
62,Preferente,14001.51,5,8,1,0,0,2.6,41.74,Medio,Costa,0
19,Estándar,24039.42,5,7,1,0,1,4.4,48.6,Medio,Sierra,0
44,Estándar,19326.6,1,6,1,1,0,2.0,23.29,Bajo,Costa,0
48,Estándar,22737.52,2,7,1,0,0,2.3,44.65,Medio,Costa,1
68,Estándar,9948.27,4,7,0,1,0,1.2,48.16,Muy Alto,Selva,1
68,Preferente,37575.77,4,7,1,1,2,2.0,18.86,Alto,Selva,0
53,Premium,2357.4,2,8,1,1,1,3.0,38.83,Medio,Selva,0
53,Estándar,27313.4,3,7,1,0,1,4.8,39.94,Medio,Sierra,0
